"","Correlation","Protein"
"RAB5C",0.730023968495469,"RAB5C"
"STARD7",0.245236955603765,"STARD7"
"PMPCB",0.128871896462273,"PMPCB"
"TKT",0.574918966728817,"TKT"
"CDK5RAP3",-0.0661072462513859,"CDK5RAP3"
"ENO3",0.153583258846417,"ENO3"
"SRP19",0.197263148236921,"SRP19"
"PSMA3",0.0298692084604595,"PSMA3"
"PDCD5",0.357312830611539,"PDCD5"
"AACS",0.433078643165428,"AACS"
"UTP23",0.2721622087846,"UTP23"
"MAEA",0.323831461752635,"MAEA"
"RAB27B",0.619945795434882,"RAB27B"
"NRBP1",0.14115032031317,"NRBP1"
"GPNMB",0.750008423284423,"GPNMB"
"WDR3",0.167168332200995,"WDR3"
"HS1BP3",0.555823607938925,"HS1BP3"
"DUSP23",0.504686916545818,"DUSP23"
"PDE12",0.748906125178438,"PDE12"
"TUBA4A",0.601391061179209,"TUBA4A"
"BABAM1",0.315531153574721,"BABAM1"
"GALE",0.489890258831292,"GALE"
"P3H1",0.765077715311768,"P3H1"
"VPS36",0.417781505717919,"VPS36"
"RPL37A",0.0823728441211534,"RPL37A"
"DPYSL4",0.419422016138446,"DPYSL4"
"KMO",0.658128078817734,"KMO"
"AUH",0.519811354061647,"AUH"
"FGD3",0.423527553193331,"FGD3"
"ZRANB2",0.519535450808028,"ZRANB2"
"BPGM",0.491289525112973,"BPGM"
"CYFIP1",0.257135132371673,"CYFIP1"
"RB1",0.569808441794667,"RB1"
"AVL9",0.455107340260728,"AVL9"
"GTSE1",0.348470050413547,"GTSE1"
"PRRC2A",0.404488538496008,"PRRC2A"
"SNX1",0.479853258880896,"SNX1"
"RNF25",0.410065562428879,"RNF25"
"NIPSNAP3A",0.324232129206237,"NIPSNAP3A"
"ELP2",0.211558766323979,"ELP2"
"ZCCHC3",0.448379228215441,"ZCCHC3"
"PCIF1",0.337721917309148,"PCIF1"
"RANGRF",0.483083322179782,"RANGRF"
"NFATC1",0.660906696464203,"NFATC1"
"DSTN",0.57961584722092,"DSTN"
"ACAD8",0.348668907816899,"ACAD8"
"SLC25A11",0.235138662072495,"SLC25A11"
"KLK6",0.624375960061444,"KLK6"
"GMEB1",0.154359750513337,"GMEB1"
"GMPPA",0.358008946416675,"GMPPA"
"TMLHE",0.226925132737056,"TMLHE"
"SEC24C",0.461549440106625,"SEC24C"
"SAFB2",0.211528352721029,"SAFB2"
"CDC42",0.399515919901472,"CDC42"
"CPNE2",0.382803041638894,"CPNE2"
"STXBP4",0.399913156752063,"STXBP4"
"RAC2",0.885797244725394,"RAC2"
"CMPK2",0.443709712180881,"CMPK2"
"MRPS10",0.0916680756246536,"MRPS10"
"UFD1",0.117014024948385,"UFD1"
"MAT2B",0.500456957056093,"MAT2B"
"PPP1R21",0.334262565005461,"PPP1R21"
"CFL2",0.687726610097921,"CFL2"
"CFL1",0.178197575636451,"CFL1"
"PPTC7",0.253503793208886,"PPTC7"
"LYSMD1",0.389406901855234,"LYSMD1"
"RHOT1",0.289317069507758,"RHOT1"
"GPI",0.497531986119365,"GPI"
"HSD11B2",-0.120879120879121,"HSD11B2"
"CA2",0.678829823562891,"CA2"
"PSMG3",0.170069251395293,"PSMG3"
"RHOG",0.725951723384492,"RHOG"
"TWF2",0.664385830785679,"TWF2"
"EFL1",0.3957335209889,"EFL1"
"DHRS7",0.647506258485053,"DHRS7"
"DNTTIP1",0.117824689619456,"DNTTIP1"
"ERO1A",0.783653986788321,"ERO1A"
"SERPINH1",0.909807139242035,"SERPINH1"
"HAUS6",0.326275719964216,"HAUS6"
"AKAP8L",0.348750813607742,"AKAP8L"
"NAXD",0.532188782427294,"NAXD"
"HDHD2",0.671122698307952,"HDHD2"
"BDH1",0.531243972229163,"BDH1"
"HSD17B2",0.382258064516129,"HSD17B2"
"NUMB",0.544453493885354,"NUMB"
"CLYBL",0.386430311769678,"CLYBL"
"MAP7D3",0.425086213345017,"MAP7D3"
"PLOD3",0.742193005704513,"PLOD3"
"BAIAP2L1",0.656440699343902,"BAIAP2L1"
"THOC1",0.307320850974888,"THOC1"
"STX6",0.438945025318621,"STX6"
"SNX2",0.447320364694061,"SNX2"
"NAMPT",0.623962714187396,"NAMPT"
"ZFAND6",0.367878358235715,"ZFAND6"
"ARL15",0.488605269860233,"ARL15"
"PATL1",0.304620363765438,"PATL1"
"GINS4",0.2948973216592,"GINS4"
"PLCG1",0.60635173346105,"PLCG1"
"VAPA",0.606330904310365,"VAPA"
"F13A1",0.51038961038961,"F13A1"
"FCRLA",0.465257083605707,"FCRLA"
"CCDC117",0.181240162296992,"CCDC117"
"PIK3C3",0.212966422890087,"PIK3C3"
"PDCD6IP",0.583219263337119,"PDCD6IP"
"SPATS2L",0.691788390592944,"SPATS2L"
"STX16",0.344471386701418,"STX16"
"CYGB",0.775427463423233,"CYGB"
"SYNE3",0.450714859457511,"SYNE3"
"CROCC",0.112838420618307,"CROCC"
"NBAS",0.114884861367196,"NBAS"
"ECI1",0.606525821160385,"ECI1"
"SNRPA",0.221432583796355,"SNRPA"
"MFN1",0.331771987198338,"MFN1"
"NAPG",0.589023991930539,"NAPG"
"LPCAT2",0.69612900873177,"LPCAT2"
"CUL4A",0.352874389309366,"CUL4A"
"GFPT1",0.500731912630464,"GFPT1"
"ACAP2",0.522383998501744,"ACAP2"
"SIKE1",0.306541559706117,"SIKE1"
"TUT4",-0.105566733735748,"TUT4"
"PKP1",0.545873172103487,"PKP1"
"HID1",0.672418641511363,"HID1"
"VTN",0.045218138154002,"VTN"
"RPP25L",0.123016861040589,"RPP25L"
"ARG2",0.421123346936531,"ARG2"
"TIMP2",0.573529411764706,"TIMP2"
"ORC3",0.144887957042752,"ORC3"
"PLEKHA1",0.27661520869068,"PLEKHA1"
"STARD10",0.711025764673464,"STARD10"
"USP36",0.242469576271628,"USP36"
"DCLK1",0.702485240906494,"DCLK1"
"PARD6B",0.644835200528071,"PARD6B"
"DDR1",0.425686506667778,"DDR1"
"CA8",0.519460903915418,"CA8"
"YWHAH",0.433526079617987,"YWHAH"
"NSL1",0.107004713606584,"NSL1"
"YWHAQ",0.394016941761243,"YWHAQ"
"YWHAB",0.26337001257318,"YWHAB"
"EIF2B2",0.100609953325385,"EIF2B2"
"PCBP3",0.274025493203575,"PCBP3"
"IFIT5",0.417305193350361,"IFIT5"
"SETDB1",0.307735742518351,"SETDB1"
"HLA-DQB1",0.699551384944643,"HLA-DQB1"
"SMYD3",0.240154030871075,"SMYD3"
"LARP1",0.548640680863578,"LARP1"
"PCBP4",0.696893190265797,"PCBP4"
"AGL",0.410884221764435,"AGL"
"HELLS",0.293994048164868,"HELLS"
"NPC2",0.642184122956486,"NPC2"
"ECH1",0.675604302153958,"ECH1"
"POP4",-0.153292714544983,"POP4"
"ZNF687",0.270354460681275,"ZNF687"
"ACACA",0.381231226763633,"ACACA"
"M6PR",0.620074848223,"M6PR"
"CUL5",0.307250790603142,"CUL5"
"EIF4E2",0.0852041323628843,"EIF4E2"
"EMC7",0.468021713190361,"EMC7"
"ATP6V1B2",0.760602220995322,"ATP6V1B2"
"SPPL2A",0.493241257713782,"SPPL2A"
"EPB41L1",0.608570555229125,"EPB41L1"
"GNAI1",0.7031563835719,"GNAI1"
"TARBP1",0.163777307963354,"TARBP1"
"AP1B1",0.472354634517898,"AP1B1"
"DNAJC9",0.553443726938375,"DNAJC9"
"WDR13",0.141197358930256,"WDR13"
"NIPBL",0.396666300957842,"NIPBL"
"SLC4A7",0.561524389000066,"SLC4A7"
"IGFBP5",0.240787623066104,"IGFBP5"
"TEX10",0.124338120753844,"TEX10"
"PLCB2",0.679220779220779,"PLCB2"
"SPINT1",0.690997270293907,"SPINT1"
"IFT27",0.44787071253777,"IFT27"
"COASY",0.354788780526099,"COASY"
"LIMS1",0.517405548927993,"LIMS1"
"ARL6IP5",0.728056001626909,"ARL6IP5"
"UBXN6",0.288612084101292,"UBXN6"
"APOBR",0.839945170133849,"APOBR"
"FBXL20",0.22491656398665,"FBXL20"
"PHOX2A",0.388888888888889,"PHOX2A"
"SLC7A1",0.326556070892948,"SLC7A1"
"CD22",0.629563767713254,"CD22"
"RANBP1",0.424396334916926,"RANBP1"
"MORC2",0.418450842932042,"MORC2"
"FBXO11",0.325836142079336,"FBXO11"
"TRIP6",0.65097865939982,"TRIP6"
"FOXA1",0.716148628125949,"FOXA1"
"HCCS",0.580544440608173,"HCCS"
"GSPT1",0.414942271101496,"GSPT1"
"PHF14",0.0308107429885333,"PHF14"
"POLR3K",-0.166666666666667,"POLR3K"
"ATP1B1",0.750819975865641,"ATP1B1"
"C12orf57",0.533647051409466,"C12orf57"
"MXRA8",0.564741350224747,"MXRA8"
"PACSIN1",0.594704015756647,"PACSIN1"
"CFAP20",0.171103036111222,"CFAP20"
"SARDH",0.449277675792162,"SARDH"
"CHD3",0.496856827251767,"CHD3"
"ZYX",0.694953188698522,"ZYX"
"ACAD9",0.509363443710858,"ACAD9"
"DTX3L",0.427747143367581,"DTX3L"
"SF1",0.508019032374394,"SF1"
"DPY30",0.356505765111415,"DPY30"
"ROBO1",0.554707094835391,"ROBO1"
"TSR1",0.32628920033539,"TSR1"
"DAP3",0.0720031422510721,"DAP3"
"ARPC3",0.249558787786724,"ARPC3"
"SMC6",0.166704576538422,"SMC6"
"CRTAP",0.606807998957931,"CRTAP"
"TPP1",0.656905216863714,"TPP1"
"ACSS1",0.593273637700812,"ACSS1"
"UQCRQ",0.169440375579547,"UQCRQ"
"NAXE",0.658621663236137,"NAXE"
"PHF3",0.239961521752622,"PHF3"
"MRPL1",0.31463270984342,"MRPL1"
"RPS11",0.194190463355346,"RPS11"
"PLIN2",0.324550111112631,"PLIN2"
"RBM19",0.187440144266528,"RBM19"
"ERI3",0.503918959403064,"ERI3"
"GEMIN6",0.221800215848727,"GEMIN6"
"EIF4H",0.39023517060705,"EIF4H"
"MRPL50",0.116999841697251,"MRPL50"
"RIPOR1",0.431330764066396,"RIPOR1"
"C19orf25",0.0446273858153856,"C19orf25"
"USP13",0.578662859709345,"USP13"
"CAPZA1",0.490606513228208,"CAPZA1"
"EIF3F",0.301384649229919,"EIF3F"
"BANF1",0.361126529623484,"BANF1"
"BAG4",0.406674969319433,"BAG4"
"DNAJA3",0.402941787198711,"DNAJA3"
"LOX",0.635545205070286,"LOX"
"PITHD1",0.673416212362217,"PITHD1"
"PPP6R3",0.223415399536747,"PPP6R3"
"THBD",0.568510977708744,"THBD"
"GSKIP",0.481930826395233,"GSKIP"
"MESD",0.66924243298001,"MESD"
"PRKD2",0.536340882245097,"PRKD2"
"TES",0.517593378410328,"TES"
"FHL2",0.628467601592493,"FHL2"
"NDUFA8",0.257280411667317,"NDUFA8"
"FSTL1",0.596636427053835,"FSTL1"
"MEMO1",0.364875095474619,"MEMO1"
"ABRACL",0.658334540344819,"ABRACL"
"PDCL",0.376567500883174,"PDCL"
"NAP1L1",0.609059630550285,"NAP1L1"
"PTPN1",0.679626738508355,"PTPN1"
"CIAPIN1",0.378318589870793,"CIAPIN1"
"SRR",0.594089781186555,"SRR"
"ST6GAL1",0.219803257539107,"ST6GAL1"
"LPXN",0.749473471396927,"LPXN"
"LNPK",0.526015205819882,"LNPK"
"CSRP2",0.563669812065638,"CSRP2"
"PRIM1",0.351689671110354,"PRIM1"
"CYP4F11",0.617813765182186,"CYP4F11"
"KDM1A",0.334923617827764,"KDM1A"
"ISG15",0.551013077960732,"ISG15"
"GLO1",0.405533295428635,"GLO1"
"SLBP",0.496828998171341,"SLBP"
"CTCF",0.489483579739608,"CTCF"
"AHSG",-0.0304718352638314,"AHSG"
"ROCK1",0.337500826222909,"ROCK1"
"PPIH",0.482373063116125,"PPIH"
"MAZ",0.290765344639211,"MAZ"
"MAFF",0.449120327682587,"MAFF"
"CADM1",0.556896220371557,"CADM1"
"LPP",0.485884785451,"LPP"
"GDAP1",0.636485770463338,"GDAP1"
"MRPL16",-0.00752663993290506,"MRPL16"
"RPL13A",0.0380170950954136,"RPL13A"
"ITGB5",-0.105071671159221,"ITGB5"
"EIF3D",0.304604212054759,"EIF3D"
"PPAT",0.592788072264754,"PPAT"
"SDE2",0.248900853417759,"SDE2"
"INTS13",0.243860032349456,"INTS13"
"NFXL1",0.264034776612493,"NFXL1"
"FAM91A1",0.334680893278179,"FAM91A1"
"UBE2M",0.463510657005313,"UBE2M"
"CEACAM5",0.732438312992752,"CEACAM5"
"NRG1",0.463569518716578,"NRG1"
"CFAP36",0.520408163265306,"CFAP36"
"NDUFA10",0.0892485487661108,"NDUFA10"
"GPX1",0.602476182429017,"GPX1"
"CDC20",0.257101638753015,"CDC20"
"SLMAP",0.404253157692673,"SLMAP"
"PPIG",0.299912058255186,"PPIG"
"OAS2",-0.284405856315969,"OAS2"
"ARHGAP25",0.731033808872386,"ARHGAP25"
"MAGEA4",0.682770188850221,"MAGEA4"
"PAIP2",-0.138034759358289,"PAIP2"
"POLR1C",0.404721916618881,"POLR1C"
"ZNF22",0.371095765269233,"ZNF22"
"ABLIM3",0.606788407363671,"ABLIM3"
"GBP2",0.174615384615385,"GBP2"
"CASP1",0.588415665806027,"CASP1"
"MX2",0.125481185282445,"MX2"
"COX5B",0.241568137115435,"COX5B"
"PSMD8",0.126254754364717,"PSMD8"
"CNBP",0.478543144096815,"CNBP"
"ACTR10",0.060791572536539,"ACTR10"
"PLEKHF2",0.639688109161793,"PLEKHF2"
"ATP2B4",0.57777216613895,"ATP2B4"
"PPP6C",0.0945913009082473,"PPP6C"
"ARNT",0.157426649290268,"ARNT"
"PDLIM1",0.74202768325192,"PDLIM1"
"PIP4P1",0.33462378674792,"PIP4P1"
"NOP9",0.398746393774873,"NOP9"
"ITM2C",0.33756550566772,"ITM2C"
"MMP15",0.439369202226345,"MMP15"
"MMP7",0.538461538461538,"MMP7"
"AMPD2",0.58352483015581,"AMPD2"
"CENPV",0.717231326690233,"CENPV"
"ACTR2",0.443258043667153,"ACTR2"
"EIF2B5",0.246736798793375,"EIF2B5"
"PIP4K2C",0.592774141892022,"PIP4K2C"
"CCNH",-0.0464985994397759,"CCNH"
"FAM136A",0.615155257029357,"FAM136A"
"KDSR",0.524208849626728,"KDSR"
"DDX39B",0.21374412157961,"DDX39B"
"TIMM13",0.310290288154394,"TIMM13"
"DYSF",0.557381430973421,"DYSF"
"CIAO1",0.336575357438901,"CIAO1"
"GLMN",0.400846985012199,"GLMN"
"SSNA1",0.358890553479138,"SSNA1"
"NADSYN1",0.323955507325014,"NADSYN1"
"S100A11",0.645387525137139,"S100A11"
"PDCD2",0.265678515641887,"PDCD2"
"ALK",0.539495798319328,"ALK"
"THNSL1",0.459284444534658,"THNSL1"
"RELA",0.281078341175878,"RELA"
"SLIRP",0.221377353358759,"SLIRP"
"PSMG2",0.368009457974311,"PSMG2"
"COPS7A",0.320239305910445,"COPS7A"
"G6PD",0.725262504831285,"G6PD"
"CPSF2",0.270300083739213,"CPSF2"
"ZFPL1",0.603080741774329,"ZFPL1"
"MAOB",0.287178051511758,"MAOB"
"BRIX1",0.291070651050779,"BRIX1"
"CSTF3",0.161074867564155,"CSTF3"
"YJU2",0.268765998433986,"YJU2"
"FKBP15",0.335892815106613,"FKBP15"
"GSTM3",0.625902641715726,"GSTM3"
"POLDIP3",0.523118144316438,"POLDIP3"
"BOP1",0.242319759847156,"BOP1"
"CTPS1",0.506768334589705,"CTPS1"
"ARHGAP4",0.639045300229759,"ARHGAP4"
"POU2F2",0.437931034482759,"POU2F2"
"GALK2",0.584374948775595,"GALK2"
"AKT1S1",0.337640683652566,"AKT1S1"
"SNX3",0.494888227474422,"SNX3"
"SNX12",0.327213989374282,"SNX12"
"RIPK2",0.512707488864572,"RIPK2"
"GTF3C4",0.341105101611263,"GTF3C4"
"USP24",0.356867175848511,"USP24"
"PPAN",0.0348249226967474,"PPAN"
"C11orf68",0.476342422987526,"C11orf68"
"CORO7",0.729093647906866,"CORO7"
"PTK2B",0.626114354554722,"PTK2B"
"COMTD1",0.457185356006888,"COMTD1"
"TRIM3",0.547680655840049,"TRIM3"
"TMED10",0.594511371066677,"TMED10"
"RNASEH2C",0.32580788311237,"RNASEH2C"
"TOR1AIP1",0.600711451187359,"TOR1AIP1"
"ID1",0.00544391669711363,"ID1"
"STAG2",0.396678083751927,"STAG2"
"BLVRB",0.602036126314107,"BLVRB"
"MRPL27",0.12601064239442,"MRPL27"
"MYO1E",0.530701495204538,"MYO1E"
"DDX39A",0.414843520059064,"DDX39A"
"CSNK2B",0.148474835821126,"CSNK2B"
"TXN",0.365141232657835,"TXN"
"PYCR1",0.599832039268779,"PYCR1"
"MTCH1",0.339319432552584,"MTCH1"
"KIF1C",0.346549617338736,"KIF1C"
"RAD51AP1",0.375535348763974,"RAD51AP1"
"BDH2",0.492250359888102,"BDH2"
"FRG1",0.565376449460528,"FRG1"
"HSPA8",0.188944058611658,"HSPA8"
"FHL3",0.448990438396242,"FHL3"
"ARIH2",0.386116383172944,"ARIH2"
"MIER1",0.267080351976078,"MIER1"
"CTSA",0.744160824390813,"CTSA"
"CRIP1",0.533024522561416,"CRIP1"
"LOXL3",0.595416348357525,"LOXL3"
"SNRPF",0.294315852336463,"SNRPF"
"LAMP2",0.721779337791555,"LAMP2"
"UBL5",0.240443339058312,"UBL5"
"HAT1",0.206255499892601,"HAT1"
"BMI1",0.67156862745098,"BMI1"
"RAI14",0.589749058626835,"RAI14"
"UBE2Z",0.533824125727132,"UBE2Z"
"IKZF2",0.462719703977798,"IKZF2"
"PPT1",0.606901562217482,"PPT1"
"POU3F2",0.730392156862745,"POU3F2"
"SDAD1",0.168742675932759,"SDAD1"
"RNF7",0.0195984927980323,"RNF7"
"LANCL2",0.300872446079993,"LANCL2"
"TRAF2",0.179364601646486,"TRAF2"
"ACP2",0.669757322027633,"ACP2"
"KIT",0.485538082022818,"KIT"
"ANP32A",0.675498327944621,"ANP32A"
"ANP32E",0.671591558186773,"ANP32E"
"PGM2L1",0.568563300142247,"PGM2L1"
"MLANA",0.807152406417112,"MLANA"
"GNL3",0.352981504367069,"GNL3"
"CBX1",0.66756362267282,"CBX1"
"TRIM24",0.589049862028204,"TRIM24"
"SIRT3",0.359499278563038,"SIRT3"
"PARN",0.365640826193637,"PARN"
"DUS3L",0.394188231368316,"DUS3L"
"ERAL1",0.215567104958054,"ERAL1"
"ITGB7",0.733021077283372,"ITGB7"
"YAP1",0.446249955821863,"YAP1"
"HSPA2",0.321236874423486,"HSPA2"
"MCU",0.717746749278131,"MCU"
"RBM5",0.213493349243771,"RBM5"
"ERCC2",0.372222222222222,"ERCC2"
"POLD1",0.206929836267953,"POLD1"
"FUBP1",0.59163921292233,"FUBP1"
"NUDT16L1",0.251389653372884,"NUDT16L1"
"GFPT2",0.4902505244971,"GFPT2"
"NKRF",0.46521071951715,"NKRF"
"FBXO2",0.584085890231422,"FBXO2"
"VAMP5",0.30722528028689,"VAMP5"
"VEZF1",0.305655440620662,"VEZF1"
"AAAS",-0.0449806336238706,"AAAS"
"AZU1",0.0637254901960784,"AZU1"
"ICAM3",0.693504025044723,"ICAM3"
"EMC8",0.151032682909559,"EMC8"
"NOP58",0.23226915275794,"NOP58"
"IKZF3",0.564365165491047,"IKZF3"
"SMN1",0.456427468042434,"SMN1"
"GEMIN5",0.41916414713148,"GEMIN5"
"COG4",0.157911038659127,"COG4"
"LMCD1",0.50101871436974,"LMCD1"
"UBR7",0.579965474020874,"UBR7"
"QPRT",0.649880831390692,"QPRT"
"PPP1R17",0.6993006993007,"PPP1R17"
"NMI",0.320531782898315,"NMI"
"PPFIA1",0.5019219161981,"PPFIA1"
"CSRP1",0.620800455164682,"CSRP1"
"CLEC2B",0.682806324110672,"CLEC2B"
"SNRNP40",0.207612694991372,"SNRNP40"
"NDRG3",0.521593229036331,"NDRG3"
"PDLIM2",0.477848413101531,"PDLIM2"
"PFN1",0.365825884701405,"PFN1"
"MSH3",0.166194477791116,"MSH3"
"VPS4B",0.487429080743935,"VPS4B"
"SEC24A",0.555806542952654,"SEC24A"
"CDC123",0.318138390493437,"CDC123"
"SIRT5",0.294139347507508,"SIRT5"
"MFN2",0.329095133014012,"MFN2"
"HIP1R",0.625958488466451,"HIP1R"
"GAR1",0.170913436184249,"GAR1"
"MYO1D",0.690623880043006,"MYO1D"
"SPTY2D1",0.290628320327044,"SPTY2D1"
"KCTD12",0.569306689436568,"KCTD12"
"PPP1R10",0.385490834993427,"PPP1R10"
"AGMAT",0.749241167434716,"AGMAT"
"RAB27A",0.725891725492579,"RAB27A"
"GAS7",0.487826086956522,"GAS7"
"DNM1",0.435116685970576,"DNM1"
"SLC1A5",0.594578396535899,"SLC1A5"
"ARHGAP5",0.4421582856655,"ARHGAP5"
"EXOSC7",0.247285099466525,"EXOSC7"
"VAPB",0.713780398645344,"VAPB"
"TATDN1",0.457970151714132,"TATDN1"
"TBL1XR1",0.491941475479895,"TBL1XR1"
"CTNNA2",-0.119997539143007,"CTNNA2"
"PHF5A",0.202233038729142,"PHF5A"
"ALAD",0.541677346940266,"ALAD"
"YIPF4",0.0234366755338694,"YIPF4"
"DNAJA1",0.318221053868934,"DNAJA1"
"NUDCD3",0.522444171058061,"NUDCD3"
"GSDMD",0.507048208601314,"GSDMD"
"TIPRL",0.541196944773173,"TIPRL"
"MUL1",0.190320774556528,"MUL1"
"GLS",0.69094588400079,"GLS"
"VPS4A",0.546821500022924,"VPS4A"
"HMGCS2",0.656402842289827,"HMGCS2"
"MSRB3",0.493225346831646,"MSRB3"
"POLR3B",0.0455862977602108,"POLR3B"
"HEXB",0.781477099789588,"HEXB"
"WBP4",0.210627177700348,"WBP4"
"UFC1",0.499466832359374,"UFC1"
"RSL24D1",0.0541050323883605,"RSL24D1"
"FCF1",0.110428597101558,"FCF1"
"NSUN2",0.584594671283218,"NSUN2"
"NUP160",0.0281609414561466,"NUP160"
"JCHAIN",0.73509458057307,"JCHAIN"
"CD48",0.705554386703135,"CD48"
"SIRT2",0.512531559015359,"SIRT2"
"ACTL8",0.720034843205575,"ACTL8"
"TIAL1",0.421666297462512,"TIAL1"
"INTS1",0.0712929995258544,"INTS1"
"GFER",0.242988080334814,"GFER"
"NAE1",0.227283864819084,"NAE1"
"ATAD1",0.403857064199664,"ATAD1"
"MRPL53",0.0432207846938352,"MRPL53"
"KLF5",0.388140611364039,"KLF5"
"RMND1",0.554576557874909,"RMND1"
"ERICH1",-0.088235294117647,"ERICH1"
"HNRNPDL",0.37096157106682,"HNRNPDL"
"TRIQK",0.351997415234551,"TRIQK"
"TMA16",0.475208690767113,"TMA16"
"LAGE3",0.413828689370485,"LAGE3"
"SRSF5",0.329761022867752,"SRSF5"
"FLOT2",0.439830408762071,"FLOT2"
"SRSF9",0.341544681109522,"SRSF9"
"SRSF10",0.16297513673133,"SRSF10"
"SRSF2",0.0874910375853239,"SRSF2"
"SRSF1",0.37861539062431,"SRSF1"
"SKAP2",0.5,"SKAP2"
"PDIA2",0.681318681318681,"PDIA2"
"ADAMTS1",0.503564727954972,"ADAMTS1"
"DCK",0.689781203432932,"DCK"
"DMD",0.230794970237047,"DMD"
"NUDC",0.412238275661958,"NUDC"
"NDUFA9",0.0808630580719739,"NDUFA9"
"TM9SF3",0.63717638489612,"TM9SF3"
"NFKBIB",0.254412624196376,"NFKBIB"
"ERICH5",0.644268774703557,"ERICH5"
"WDR48",0.194749039159846,"WDR48"
"TXNDC17",0.238569636179284,"TXNDC17"
"ABCD1",0.527751032940374,"ABCD1"
"PALLD",0.626634634347491,"PALLD"
"NFATC2",0.674300668042846,"NFATC2"
"AIDA",0.51920219927404,"AIDA"
"VCAM1",0.572555746140652,"VCAM1"
"PGAM1",0.357517031529955,"PGAM1"
"PRPF38A",0.263872732669918,"PRPF38A"
"NIPSNAP2",0.501497145072188,"NIPSNAP2"
"NIPSNAP1",0.56045288510068,"NIPSNAP1"
"ARF6",0.400931161542231,"ARF6"
"PYCARD",0.623621396109016,"PYCARD"
"PDHB",0.497793376255262,"PDHB"
"TOPBP1",0.401022395326193,"TOPBP1"
"CFAP298",0.184271673521714,"CFAP298"
"BCL10",0.400446499801736,"BCL10"
"NARS2",0.393687928872088,"NARS2"
"TTC38",0.464476355385718,"TTC38"
"GNG10",0.16803301727213,"GNG10"
"MRPL19",0.153297756675602,"MRPL19"
"RAB34",0.647952204373684,"RAB34"
"PGRMC2",0.719787197309555,"PGRMC2"
"XYLT2",0.366894854789118,"XYLT2"
"CAMK4",0.461461127516173,"CAMK4"
"TAF9B",0.251558568014264,"TAF9B"
"SLC27A2",0.441436900246969,"SLC27A2"
"CIRBP",0.655426034424582,"CIRBP"
"PPP3CA",0.432917984276881,"PPP3CA"
"PAWR",0.450411338976014,"PAWR"
"C3",0.192329241942472,"C3"
"TLE4",0.533990147783251,"TLE4"
"DMAP1",0.169067597297444,"DMAP1"
"TLE3",0.559435197246401,"TLE3"
"PDCD2L",0.389677562384729,"PDCD2L"
"SLC29A1",0.170513816325387,"SLC29A1"
"BRD2",0.143567883516104,"BRD2"
"UBE4A",0.369445829468809,"UBE4A"
"MTIF2",0.401191510773044,"MTIF2"
"KPNA4",0.518745131260675,"KPNA4"
"MTOR",0.101341848225486,"MTOR"
"EIF2S2",0.24435939602082,"EIF2S2"
"LRWD1",0.332617720379974,"LRWD1"
"HMGN4",0.21886748598158,"HMGN4"
"TNFRSF10B",0.372405506405318,"TNFRSF10B"
"RPAP2",-0.081203007518797,"RPAP2"
"MCAT",0.316634467793103,"MCAT"
"RAB9A",0.61987965627433,"RAB9A"
"POLRMT",0.0722429984469134,"POLRMT"
"LYAR",0.57236832479797,"LYAR"
"NOSIP",0.417342525482976,"NOSIP"
"ARF4",0.609609999010524,"ARF4"
"GMEB2",0.266304452267188,"GMEB2"
"JSRP1",0.467381455753549,"JSRP1"
"PSMB3",0.0293335193271987,"PSMB3"
"STK39",0.606526930570805,"STK39"
"ALDH3A2",0.78806556277076,"ALDH3A2"
"ELL",0.431305377959343,"ELL"
"HACL1",0.425389703636219,"HACL1"
"TPI1",0.300854505111968,"TPI1"
"NPEPL1",0.384585188346829,"NPEPL1"
"RNF114",0.334322959080441,"RNF114"
"OTUD4",0.328952239911144,"OTUD4"
"MDK",0.249513753820506,"MDK"
"GABPA",0.39252589325103,"GABPA"
"PFDN5",0.158037182291903,"PFDN5"
"NAA38",0.450980392156863,"NAA38"
"NCS1",0.564200861496999,"NCS1"
"CD38",0.760125981039088,"CD38"
"TCF25",0.278947199028684,"TCF25"
"MCFD2",0.270352605652061,"MCFD2"
"COA4",0.349925299565628,"COA4"
"CALR",0.652413226251046,"CALR"
"APMAP",0.788460171568461,"APMAP"
"GEMIN2",0.430442698953476,"GEMIN2"
"LDHB",0.676155478966581,"LDHB"
"POLR3D",0.376626419700858,"POLR3D"
"SMPD4",0.0417614405184449,"SMPD4"
"RRP15",0.298885702370871,"RRP15"
"EIF3J",0.419405773544482,"EIF3J"
"TAGLN2",0.501325273021711,"TAGLN2"
"SERF2",0.37730339972834,"SERF2"
"TMX3",0.565013270098797,"TMX3"
"SAMM50",0.0620715857155887,"SAMM50"
"ITGB1",0.899856500522717,"ITGB1"
"STX3",0.692231792380495,"STX3"
"GRIPAP1",0.358758894767304,"GRIPAP1"
"SUB1",0.608225262506785,"SUB1"
"RIOX2",0.340316776490962,"RIOX2"
"CWC27",0.234951997422454,"CWC27"
"SKP1",0.111955276113231,"SKP1"
"DAP",0.46452783857364,"DAP"
"VSNL1",0.563678337822239,"VSNL1"
"ELOB",0.161601752423905,"ELOB"
"CCDC43",0.291210589240229,"CCDC43"
"TRIP12",0.472617083639232,"TRIP12"
"ETV6",0.568493603043888,"ETV6"
"SUN2",0.595054753548102,"SUN2"
"LDHA",0.443912846268347,"LDHA"
"TFCP2",0.510322903518632,"TFCP2"
