"","Correlation","Protein"
"LYSMD2",0.486931946618853,"LYSMD2"
"CARM1",0.438173641857534,"CARM1"
"POLR2D",0.187864378970044,"POLR2D"
"NCF4",0.237749546279492,"NCF4"
"OGFR",0.427591271927865,"OGFR"
"YBX3",0.584711796730584,"YBX3"
"SQSTM1",0.756452901035779,"SQSTM1"
"PHF20L1",0.262955453149001,"PHF20L1"
"DDC",0.480710349050827,"DDC"
"KDM4B",0.309360484788828,"KDM4B"
"PES1",0.307756956435573,"PES1"
"GPT2",0.485866304862519,"GPT2"
"NME7",0.437813084438851,"NME7"
"STAM",0.428548518802698,"STAM"
"L1TD1",-0.354887218045113,"L1TD1"
"MYLK",0.462789731418483,"MYLK"
"CRYZ",0.802276700315328,"CRYZ"
"KIDINS220",0.229205152578726,"KIDINS220"
"AZGP1",0.530357142857143,"AZGP1"
"MRTFA",0.0822974036191975,"MRTFA"
"FAM83H",0.633144649868713,"FAM83H"
"ACY1",0.569799803755472,"ACY1"
"TAF10",0.162174003586068,"TAF10"
"ZNF638",0.350300743827151,"ZNF638"
"DNAJC11",0.330680261337687,"DNAJC11"
"USP7",0.670994384384395,"USP7"
"XIAP",0.233265779978391,"XIAP"
"COL4A2",0.626948458300148,"COL4A2"
"BUD23",0.422478224882764,"BUD23"
"IGF2R",0.668407987503278,"IGF2R"
"DPEP1",0.841990114253302,"DPEP1"
"METTL9",0.602458415418651,"METTL9"
"NAT10",0.467648602013901,"NAT10"
"PTPN6",0.783242446019741,"PTPN6"
"BIN2",0.708617332035054,"BIN2"
"SYNGR1",0.468488007581833,"SYNGR1"
"OXCT1",0.732764213228461,"OXCT1"
"IRF2BP1",0.323042779224141,"IRF2BP1"
"ZNF787",0.252875579555121,"ZNF787"
"LRRFIP1",0.618075491350131,"LRRFIP1"
"COL3A1",0.422323381086268,"COL3A1"
"MRPS28",0.257587892123787,"MRPS28"
"SALL4",0.608823529411765,"SALL4"
"XPO5",0.465106438191299,"XPO5"
"NEK9",0.515258384255858,"NEK9"
"PRPF38B",0.143544549082865,"PRPF38B"
"SP140",0.115384615384615,"SP140"
"RAB12",0.400171823316219,"RAB12"
"PRR36",0.55622009569378,"PRR36"
"RPL18",0.172567164959154,"RPL18"
"ABL1",0.42695652173913,"ABL1"
"TRAPPC4",0.114958138884519,"TRAPPC4"
"FBP1",0.720060362951593,"FBP1"
"SLC38A10",0.303188732661779,"SLC38A10"
"SFT2D3",0.0179200306652931,"SFT2D3"
"TH",0.635164835164835,"TH"
"CENPH",0.277382351370119,"CENPH"
"LRRC40",0.551419589777891,"LRRC40"
"SYNGR2",0.517339557072918,"SYNGR2"
"SMARCC2",0.47577729112397,"SMARCC2"
"SCIN",0.591215377370607,"SCIN"
"NPM3",0.693527263238127,"NPM3"
"HLTF",0.471653227838972,"HLTF"
"NAGLU",0.422379111643087,"NAGLU"
"ACAT2",0.501059820953539,"ACAT2"
"SCPEP1",0.669583353224268,"SCPEP1"
"YARS2",0.486695077306584,"YARS2"
"GLDC",0.69462366803221,"GLDC"
"ANKRD17",0.261190071715932,"ANKRD17"
"FREM2",0.170434782608696,"FREM2"
"CLIC5",0.556923076923077,"CLIC5"
"COL6A1",0.732514302333353,"COL6A1"
"PAM",0.488253778243304,"PAM"
"COX6C",0.133898017886386,"COX6C"
"MCM7",0.484879810443258,"MCM7"
"REL",0.648805759875761,"REL"
"AHCY",0.399493266107449,"AHCY"
"CUL1",0.34748530956527,"CUL1"
"GTF2I",0.710550172968809,"GTF2I"
"SATB1",0.714234709816448,"SATB1"
"MCM5",0.528744281060194,"MCM5"
"SMIM20",0.511961757179844,"SMIM20"
"MCM2",0.557654863906229,"MCM2"
"RPL10A",0.171501331728957,"RPL10A"
"CHMP4B",0.365655215988908,"CHMP4B"
"TRIM56",0.225469242855772,"TRIM56"
"TGFB1I1",0.596535027874157,"TGFB1I1"
"DPP9",0.426353366738489,"DPP9"
"SOD3",0.56941103916127,"SOD3"
"MRPL11",0.164644960960343,"MRPL11"
"MIA3",0.494375113654805,"MIA3"
"NID2",0.458919567827131,"NID2"
"KRT15",0.640704698650205,"KRT15"
"KRT13",0.673916960376792,"KRT13"
"PRMT6",0.212122687439143,"PRMT6"
"DKC1",0.279700704026788,"DKC1"
"TMEM40",0.605784204671858,"TMEM40"
"RANBP10",0.200850525489664,"RANBP10"
"ACADVL",0.628365081335058,"ACADVL"
"TRHDE",0.512565751022794,"TRHDE"
"IPO11",0.005700871898055,"IPO11"
"AURKAIP1",0.0257724560720071,"AURKAIP1"
"BICD2",0.330921294122402,"BICD2"
"CPT2",0.510863080476813,"CPT2"
"GBE1",0.674095857172602,"GBE1"
"TIMM9",0.366640839317415,"TIMM9"
"VAC14",0.349949772812044,"VAC14"
"CEP97",0.383295951230734,"CEP97"
"FDXR",0.738887508107316,"FDXR"
"CCAR1",0.413318185928612,"CCAR1"
"EMG1",0.200711705057999,"EMG1"
"VPS33B",0.224854051430104,"VPS33B"
"PLS1",0.31903378731663,"PLS1"
"WRNIP1",0.504355793944323,"WRNIP1"
"TOM1",0.553953407317479,"TOM1"
"CD59",0.712452294641845,"CD59"
"HTRA2",0.281643580220476,"HTRA2"
"MED26",0.425618227285357,"MED26"
"ATL2",0.413779440544751,"ATL2"
"DDX54",0.237837033878288,"DDX54"
"PRPSAP2",0.511582621368924,"PRPSAP2"
"ATP5PD",0.103624967385438,"ATP5PD"
"SNTB2",0.486984284796841,"SNTB2"
"SPOUT1",0.375444593098989,"SPOUT1"
"SLC27A4",0.572237843608027,"SLC27A4"
"AQR",-0.00878163178256029,"AQR"
"GSTK1",0.704770235315974,"GSTK1"
"MAVS",0.468023913712737,"MAVS"
"ITPR3",0.511413736946837,"ITPR3"
"RPL7",0.227470873582214,"RPL7"
"TAOK2",0.223066407276934,"TAOK2"
"DDX46",0.434085060423158,"DDX46"
"RPL22",0.300359622824948,"RPL22"
"TFB1M",0.274241239160455,"TFB1M"
"STK10",0.742037514734705,"STK10"
"JPT2",0.255983463858165,"JPT2"
"TRIM65",0.46247323808431,"TRIM65"
"BOD1L1",0.197250116464151,"BOD1L1"
"SMPD3",0.573877551020408,"SMPD3"
"URB2",-0.087064889268827,"URB2"
"RIN1",0.52988747350626,"RIN1"
"FRMD8",0.258345053914674,"FRMD8"
"RRP1B",0.543944185647578,"RRP1B"
"SMG9",0.134188965030427,"SMG9"
"DUSP12",0.385106448073209,"DUSP12"
"SRC",0.538064749774674,"SRC"
"ARVCF",0.429950623211028,"ARVCF"
"ZNF385A",0.432505087087199,"ZNF385A"
"ATL1",0.466606170598911,"ATL1"
"CENPB",0.4074790065698,"CENPB"
"PGD",0.603863407243689,"PGD"
"CNN2",0.575993330014087,"CNN2"
"DCP1A",0.456713887159722,"DCP1A"
"IBA57",0.180995621382396,"IBA57"
"CES1",0.805675829653896,"CES1"
"ITSN2",0.352545773494418,"ITSN2"
"MICAL1",0.602500202481591,"MICAL1"
"CNN3",0.687459759541928,"CNN3"
"AAK1",0.435523998769392,"AAK1"
"IRF3",0.403107643155566,"IRF3"
"KRT20",0.682945299566764,"KRT20"
"RPL13",0.219617821094373,"RPL13"
"HECTD3",0.182007780459174,"HECTD3"
"CLIC1",0.491729114654611,"CLIC1"
"CLIC2",0.807635054021609,"CLIC2"
"CLIC4",0.681461351913424,"CLIC4"
"BCOR",0.149061074061074,"BCOR"
"SDC4",0.651047496053953,"SDC4"
"ATRX",0.380482072896002,"ATRX"
"WNK2",0.477496416626851,"WNK2"
"MYO6",0.698674231596001,"MYO6"
"PTPRJ",0.631340219958489,"PTPRJ"
"STT3B",0.42477976672942,"STT3B"
"UQCRC2",0.07744252544302,"UQCRC2"
"NUP153",0.358765012121858,"NUP153"
"FMNL1",0.784231866864724,"FMNL1"
"VWA8",0.411882277139078,"VWA8"
"CDCA2",0.261832903938167,"CDCA2"
"PSMG1",0.312289701799648,"PSMG1"
"NIT2",0.578097192433423,"NIT2"
"TRIP13",0.379752648674521,"TRIP13"
"PHGDH",0.660684392972073,"PHGDH"
"ITGAV",0.773737013696184,"ITGAV"
"TTC9C",0.20370938783078,"TTC9C"
"WWP2",0.326659856996936,"WWP2"
"NAGK",0.555071545160434,"NAGK"
"TXNRD2",0.481611030432011,"TXNRD2"
"PSME4",0.358853579942889,"PSME4"
"F3",0.671923559384293,"F3"
"CCDC115",0.159781872590105,"CCDC115"
"HSD17B8",0.519797172731652,"HSD17B8"
"RTRAF",0.259225129338663,"RTRAF"
"PDCD6",0.681488586480258,"PDCD6"
"RPL7A",0.175154450284906,"RPL7A"
"RADX",0.587826086956522,"RADX"
"PLK1",0.189725031605563,"PLK1"
"PSMD14",0.110537766778047,"PSMD14"
"TASOR",0.129946254083989,"TASOR"
"PAF1",0.0844211672774168,"PAF1"
"FCGBP",0.282051282051282,"FCGBP"
"GTF3C1",0.246720193885171,"GTF3C1"
"CPOX",0.748636241387552,"CPOX"
"WARS2",0.392886203228377,"WARS2"
"POLR2B",0.246759618798903,"POLR2B"
"CMBL",0.596525678541551,"CMBL"
"LONP1",0.451093159618311,"LONP1"
"MTA1",0.46819397592246,"MTA1"
"SFXN3",0.703576601097169,"SFXN3"
"PECR",0.501370988278009,"PECR"
"DNM2",0.497249449998513,"DNM2"
"ACTR5",0.163763909046928,"ACTR5"
"RAI1",0.402564875246624,"RAI1"
"ACTL6A",0.416709161094938,"ACTL6A"
"CLIC6",0.680701754385965,"CLIC6"
"GAA",0.661505760956383,"GAA"
"APPL2",0.352477810334959,"APPL2"
"KANK2",0.596813757575531,"KANK2"
"FXR2",0.689475580195458,"FXR2"
"ADAR",0.550038307477585,"ADAR"
"RPL5",0.257113692558957,"RPL5"
"WDR77",0.24469707900872,"WDR77"
"AIP",0.524542373270469,"AIP"
"NES",0.75107074505043,"NES"
"GPRC5A",0.661391215767839,"GPRC5A"
"ECD",0.397692307692308,"ECD"
"NADK2",0.604361931311026,"NADK2"
"CSTF1",0.257737968468458,"CSTF1"
"WDR1",0.579789683752266,"WDR1"
"PREB",0.320677894752329,"PREB"
"CCT8",0.452047777445089,"CCT8"
"COX4I1",0.187740270154409,"COX4I1"
"STUB1",0.623891499377156,"STUB1"
"AP1M1",0.250128883803838,"AP1M1"
"ZPR1",0.455569563072561,"ZPR1"
"TNPO1",0.475385281018168,"TNPO1"
"QSOX1",0.404862630862956,"QSOX1"
"DDX51",0.0591718184808032,"DDX51"
"HDHD3",0.690866522296587,"HDHD3"
"MITF",0.813198429477499,"MITF"
"LDLR",0.411212383386198,"LDLR"
"UBE2R2",0.411480445963205,"UBE2R2"
"MOV10",0.319340459146597,"MOV10"
"ITGA11",0.413820824490321,"ITGA11"
"FAM169A",0.471377736520461,"FAM169A"
"RPS23",0.26710201759205,"RPS23"
"DCPS",0.608757798875092,"DCPS"
"CSPG4",0.562270241718657,"CSPG4"
"RBM10",0.433359818994862,"RBM10"
"PABPC4",0.472894899774455,"PABPC4"
"ANXA11",0.643118376841758,"ANXA11"
"PPP1R9A",0.40982977127859,"PPP1R9A"
"CHMP3",0.505141260269398,"CHMP3"
"EIF2B4",0.239455566216372,"EIF2B4"
"TRAF1",0.793964394268346,"TRAF1"
"TRAPPC8",0.163004572287142,"TRAPPC8"
"FAF2",0.641640166262227,"FAF2"
"ZNHIT2",0.240202585844232,"ZNHIT2"
"TAP2",0.40889103465354,"TAP2"
"SNAP23",0.675189617971817,"SNAP23"
"CNTN1",0.558876265069842,"CNTN1"
"IRAK1",0.217467177017739,"IRAK1"
"RPL18A",0.17502431987248,"RPL18A"
"DAXX",0.374884355181023,"DAXX"
"COL17A1",0.751021865458485,"COL17A1"
"SEH1L",0.129038532857767,"SEH1L"
"LPIN1",0.262254901960784,"LPIN1"
"DOCK8",0.65250925179915,"DOCK8"
"MS4A1",0.445021645021645,"MS4A1"
"SI",0.518181818181818,"SI"
"COL7A1",0.468337785083213,"COL7A1"
"RAD21",0.369740826935427,"RAD21"
"HOMER3",0.587878892431002,"HOMER3"
"ITIH2",0.0377120778862429,"ITIH2"
"USP39",0.400398275780664,"USP39"
"FGB",0.0438915565954321,"FGB"
"DNAJC10",0.424424844363488,"DNAJC10"
"TRABD",0.403782633499496,"TRABD"
"LTV1",0.272596255696215,"LTV1"
"RO60",0.530778880763615,"RO60"
"PAFAH1B1",0.431410584660686,"PAFAH1B1"
"UIMC1",0.3214174644192,"UIMC1"
"FECH",0.506311445105135,"FECH"
"BPNT1",0.557148183244764,"BPNT1"
"SUPT6H",0.341740960882535,"SUPT6H"
"CDA",0.352171112811992,"CDA"
"LARP4B",0.507136886029757,"LARP4B"
"PTPN12",0.392502633713036,"PTPN12"
"MME",0.670630926234641,"MME"
"LRP8",0.272525564344974,"LRP8"
"PFKM",0.55812671161345,"PFKM"
"PSMB8",0.655192665735813,"PSMB8"
"MRPS9",0.225467095862293,"MRPS9"
"NFIB",0.55894522661787,"NFIB"
"WDR54",-0.105637657361795,"WDR54"
"MDH1",0.442403503875804,"MDH1"
"SGTA",0.584634032738133,"SGTA"
"DARS2",0.531778324218666,"DARS2"
"DHX8",0.329668700797744,"DHX8"
"PSMC1",0.184471705910185,"PSMC1"
"HNRNPR",0.392809245353077,"HNRNPR"
"RBBP6",0.10134919430158,"RBBP6"
"ANKFY1",0.425341175002561,"ANKFY1"
"ZFAND1",0.275707333335505,"ZFAND1"
"GALNS",0.346894084988255,"GALNS"
"STRBP",0.387055328003087,"STRBP"
"SNX8",0.538415782690592,"SNX8"
"ADAM10",0.674622507298564,"ADAM10"
"PCK2",0.53273926997103,"PCK2"
"GATB",0.133457211284721,"GATB"
"TSPAN3",0.334599397522168,"TSPAN3"
"FLYWCH2",0.411486832068642,"FLYWCH2"
"ATP7A",0.571592480727367,"ATP7A"
"RPAP3",0.416777912958246,"RPAP3"
"SAFB",0.33488148096192,"SAFB"
"SMARCA2",0.497283704464641,"SMARCA2"
"DIS3",0.553411486698119,"DIS3"
"STMN1",0.660072606855388,"STMN1"
"LARP7",0.395961582506326,"LARP7"
"TRMT5",0.304059557035098,"TRMT5"
"UAP1",0.670184282058156,"UAP1"
"CKB",0.732707858092686,"CKB"
"GIPC1",0.585981370011701,"GIPC1"
"IFIT3",0.482036527141036,"IFIT3"
"LIN7C",0.0792557259372923,"LIN7C"
"SRP72",0.304299104679326,"SRP72"
"STAM2",0.370099013763262,"STAM2"
"GSS",0.384033945362979,"GSS"
"PPP1R7",0.365241808942761,"PPP1R7"
"RSF1",0.548299869893285,"RSF1"
"GGCT",0.496644030753155,"GGCT"
"STX4",0.583798812711951,"STX4"
"AP1S2",0.398978738236319,"AP1S2"
"AP1S1",0.118906832355463,"AP1S1"
"EIF2A",0.441565146093616,"EIF2A"
"TRRAP",0.134317967293487,"TRRAP"
"IGF2BP2",0.776576386403122,"IGF2BP2"
"NIT1",0.437611831412109,"NIT1"
"RPL35A",0.0756623132185824,"RPL35A"
"CORO1B",0.512551479342499,"CORO1B"
"CORO1C",0.773817272156931,"CORO1C"
"GABARAPL2",0.329643922189894,"GABARAPL2"
"ACSL5",0.602290492430188,"ACSL5"
"DHX30",0.517326811223189,"DHX30"
"CTSD",0.833642042256508,"CTSD"
"PPM1G",0.397007298993262,"PPM1G"
"PPM1F",0.6494622536699,"PPM1F"
"HIP1",0.538923519292601,"HIP1"
"YLPM1",0.48694980761032,"YLPM1"
"PTCD3",0.0523365883367109,"PTCD3"
"AKR1B1",0.679984901145033,"AKR1B1"
"HMGCR",0.189462959697486,"HMGCR"
"NUBPL",0.479726265015357,"NUBPL"
"FABP1",0.832773109243698,"FABP1"
"PSMA5",0.241957391330751,"PSMA5"
"XRCC1",0.39608398282548,"XRCC1"
"DNAJB12",0.44625726264311,"DNAJB12"
"NFS1",0.52399068561145,"NFS1"
"IPO5",0.607379231765417,"IPO5"
"A2M",-0.114539861674406,"A2M"
"ABAT",0.639070061014096,"ABAT"
"TNPO3",0.40756661158279,"TNPO3"
"TBC1D4",0.543767565461184,"TBC1D4"
"PSMB4",0.082459930161434,"PSMB4"
"WDR55",0.438935837223616,"WDR55"
"CD9",0.679184249854807,"CD9"
"XPO1",0.315699211270659,"XPO1"
"PTPRZ1",0.413703176861072,"PTPRZ1"
"SETMAR",0.255059907834101,"SETMAR"
"HOOK3",0.319438237069176,"HOOK3"
"ASAP1",0.346783443345802,"ASAP1"
"CPD",0.656793429892588,"CPD"
"SCRN1",0.53133281748319,"SCRN1"
"DDX50",0.497877933841943,"DDX50"
"RPS7",0.234502684286195,"RPS7"
"RXRB",0.33017133446189,"RXRB"
"KYAT3",0.547538143979063,"KYAT3"
"CPQ",0.633514533704562,"CPQ"
"EIF4A2",0.316160000793634,"EIF4A2"
"FKBP11",0.64878947841985,"FKBP11"
"NUP85",0.0728256924325361,"NUP85"
"FDFT1",0.530366316959037,"FDFT1"
"TGM2",0.735233117627347,"TGM2"
"CLTA",0.309203498874206,"CLTA"
"FTH1",0.296010820628829,"FTH1"
"DDX18",0.366916630382692,"DDX18"
"CKAP2",0.328302756930548,"CKAP2"
"TBC1D10A",0.434338524080803,"TBC1D10A"
"NSMCE1",0.1640896731506,"NSMCE1"
"PXN",0.518127231712754,"PXN"
"TKFC",0.573699673909534,"TKFC"
"FGF2",0.628969547682871,"FGF2"
"NHLRC2",0.248999710917751,"NHLRC2"
"XPNPEP3",0.284201721556614,"XPNPEP3"
"FUCA2",0.167536042889227,"FUCA2"
"MAD1L1",0.27571803019299,"MAD1L1"
"AP3S1",0.418766447577373,"AP3S1"
"COPZ1",0.235176747899621,"COPZ1"
"AHCTF1",0.208473649804907,"AHCTF1"
"LTA4H",0.50075920895077,"LTA4H"
"AIMP1",0.305611093580514,"AIMP1"
"TBC1D1",0.15177310379051,"TBC1D1"
"STAT3",0.545988279962683,"STAT3"
"ARL1",0.292746026618905,"ARL1"
"PLAA",0.499936654275309,"PLAA"
"ANXA6",0.824056819957707,"ANXA6"
"FXR1",0.591880598241958,"FXR1"
"ABHD11",0.793084623659071,"ABHD11"
"ARHGAP1",0.560581055650615,"ARHGAP1"
"PSMA6",0.0965154763129596,"PSMA6"
"KHSRP",0.57133620564272,"KHSRP"
"LARP4",0.376468487407292,"LARP4"
"ELAVL1",0.285332863169072,"ELAVL1"
"UBAP2L",0.431170186340794,"UBAP2L"
"FLVCR1",0.425351489480173,"FLVCR1"
"DDX56",0.229589333574914,"DDX56"
"AKR7A3",0.683132901634289,"AKR7A3"
"EDF1",0.170409158830669,"EDF1"
"RPL6",0.192784639049912,"RPL6"
"SIPA1L3",0.463236040089274,"SIPA1L3"
"PKN2",0.400972181565739,"PKN2"
"SPP1",0.307019887773409,"SPP1"
"PPID",0.459708197043998,"PPID"
"PUF60",0.283687053361798,"PUF60"
"ABCB6",0.089473869440821,"ABCB6"
"UTP25",0.199281097202058,"UTP25"
"TOLLIP",0.575093377090953,"TOLLIP"
"TENM3",0.45578275373797,"TENM3"
"ZMYND11",0.192671274000077,"ZMYND11"
"PSMD3",0.155612877482575,"PSMD3"
"TTC1",0.443071524433983,"TTC1"
"ANAPC7",0.10254119850097,"ANAPC7"
"COPS4",0.306903175514931,"COPS4"
"ATXN3",0.168051766325975,"ATXN3"
"SCAF1",0.158508947325724,"SCAF1"
"NDUFAF1",0.265211314847943,"NDUFAF1"
"MRRF",0.549599136174563,"MRRF"
"NCL",0.543164036494794,"NCL"
"KDM3B",0.335493618779698,"KDM3B"
"ZC3H14",0.502416072826653,"ZC3H14"
"TPM2",0.36086688301912,"TPM2"
"PPP2R1A",0.175083478986422,"PPP2R1A"
"MYO5A",0.58664849961456,"MYO5A"
"ARFGAP2",0.446377840380089,"ARFGAP2"
"ARFGAP3",0.482470385844188,"ARFGAP3"
"CPSF7",0.559931377098527,"CPSF7"
"CPSF6",0.588403891652316,"CPSF6"
"PTPN13",0.502617166829243,"PTPN13"
"COLEC12",0.453042083179069,"COLEC12"
"POLA2",0.344557066388415,"POLA2"
"PDCL3",0.228542878167239,"PDCL3"
"TBRG4",0.351080002077207,"TBRG4"
"YTHDF3",0.40938025123556,"YTHDF3"
"DDX52",0.270855034479229,"DDX52"
"RFC4",0.5326761207398,"RFC4"
"DDX47",0.371998562894742,"DDX47"
"RPL24",0.252192548602676,"RPL24"
"HNRNPL",0.169162286225627,"HNRNPL"
"PCBP2",0.422879937377985,"PCBP2"
"PCBP1",0.447888229567412,"PCBP1"
"CDK12",0.248425904201547,"CDK12"
"KRT23",0.709848073792729,"KRT23"
"FHL1",0.666429227682673,"FHL1"
"TSNAX",0.299239526418649,"TSNAX"
"SMAD3",0.397905490825845,"SMAD3"
"UGGT1",0.418692324698795,"UGGT1"
"PUS7",0.526267826949585,"PUS7"
"UTP3",0.161299575649314,"UTP3"
"COPG1",0.333621786926273,"COPG1"
"CHAF1B",0.35591014217849,"CHAF1B"
"RPP25",0.699126885739423,"RPP25"
"SRPRB",0.386208737157783,"SRPRB"
"EHHADH",0.576218423922484,"EHHADH"
"ARID2",0.472388604648767,"ARID2"
"TCERG1",0.548287345645507,"TCERG1"
"KDM2A",0.366459160378523,"KDM2A"
"PAFAH1B3",0.623671172110709,"PAFAH1B3"
"EEF1E1",0.397814494679816,"EEF1E1"
"CEBPZ",0.323925083988064,"CEBPZ"
"GPATCH1",0.203102230182307,"GPATCH1"
"HECTD1",0.110930137390024,"HECTD1"
"IPO9",0.434569335860645,"IPO9"
"SWAP70",0.607992951152886,"SWAP70"
"SOD2",0.713508612141941,"SOD2"
"PDK1",0.357454582445301,"PDK1"
"ABLIM1",0.479996816645867,"ABLIM1"
"PSMD12",0.0764836810291204,"PSMD12"
"CRNKL1",0.341396117764688,"CRNKL1"
"DNMT3A",0.389515534232912,"DNMT3A"
"GFM1",0.573742139390813,"GFM1"
"RFC3",0.337667000551715,"RFC3"
"COMT",0.763047925861281,"COMT"
"PSMB5",0.339233815214291,"PSMB5"
"ABRAXAS2",0.188140001864412,"ABRAXAS2"
"HSPA9",0.55119456896129,"HSPA9"
"NUDT16",0.205466883796455,"NUDT16"
"ACO2",0.518582636498067,"ACO2"
"BCAT1",0.573582924184823,"BCAT1"
"ZMPSTE24",0.530229016763835,"ZMPSTE24"
"HMBS",0.404430483426201,"HMBS"
"SMC4",0.339698055382594,"SMC4"
"KIF21A",0.48401343214052,"KIF21A"
"ADA",0.697945350211639,"ADA"
"SORD",0.63429256033068,"SORD"
"ATP6V1A",0.31113090543197,"ATP6V1A"
"RAB6A",0.602420848836966,"RAB6A"
"RBM25",0.374553264306909,"RBM25"
"MFAP1",0.186160163503643,"MFAP1"
"HSPA5",0.682205153023613,"HSPA5"
"MSN",0.757353495111289,"MSN"
"NXF1",0.0448350108825271,"NXF1"
"NT5E",0.796380517659219,"NT5E"
"CSTB",0.403406303040491,"CSTB"
"ACP1",0.531891375479742,"ACP1"
"SERPINE2",0.630574671552418,"SERPINE2"
"CACNA2D1",0.656072679931475,"CACNA2D1"
"PTGES3",0.333834758720817,"PTGES3"
"KRT75",-0.105962739550526,"KRT75"
"RPL30",0.0667315416814801,"RPL30"
"OPA1",0.462276346523626,"OPA1"
"JUN",0.313458517281152,"JUN"
"EPCAM",0.687365757401706,"EPCAM"
"GFM2",0.402768452110651,"GFM2"
"DTNBP1",0.268279885181641,"DTNBP1"
"SIRPA",0.708727361668538,"SIRPA"
"PEX19",0.415545198925682,"PEX19"
"MEAK7",0.632044071935045,"MEAK7"
"GLUD1",0.582777780925868,"GLUD1"
"GLUD2",0.55241935483871,"GLUD2"
"RPL15",0.1345568100842,"RPL15"
"RAN",0.423098885411519,"RAN"
"SELPLG",0.80281425891182,"SELPLG"
"ATG3",0.466981190420978,"ATG3"
"RPL10",0.220166700204572,"RPL10"
"SERBP1",0.47754696823417,"SERBP1"
"STOM",0.801207681157331,"STOM"
"ICAM1",0.737966001167096,"ICAM1"
"ECI2",0.640778383166489,"ECI2"
"DBI",0.41227515962155,"DBI"
"SFXN1",0.451437275420354,"SFXN1"
"PHPT1",0.219989511793807,"PHPT1"
"NENF",0.643065982815617,"NENF"
"SLC25A1",0.474199773067428,"SLC25A1"
"ASCC3",0.141950621233936,"ASCC3"
"RPS19",0.301017270087682,"RPS19"
"ARPC5",0.395737326779524,"ARPC5"
"OXLD1",0.0868428344711187,"OXLD1"
"SLC7A5",0.706408051315065,"SLC7A5"
"UROS",0.265923473573186,"UROS"
"FAHD2A",0.546492612734241,"FAHD2A"
"PTX3",0.349833887043189,"PTX3"
"VGF",0.520975799879531,"VGF"
"NGLY1",0.592915738470792,"NGLY1"
"SAAL1",0.466623956680485,"SAAL1"
"TTI1",0.00190071556350626,"TTI1"
"PPIP5K2",0.45898891167041,"PPIP5K2"
"GRPEL1",0.5075580673263,"GRPEL1"
"THOP1",0.54158970398515,"THOP1"
"ERP44",0.706322886814651,"ERP44"
"ESF1",0.407961376187389,"ESF1"
"APOL2",0.725338080339286,"APOL2"
"RAP2B",0.67852014205145,"RAP2B"
"RHEB",0.520443050991334,"RHEB"
"RSRC2",0.0884173193438747,"RSRC2"
"WDR46",0.180834738814274,"WDR46"
"FAR1",0.101011145060162,"FAR1"
"TRIP11",0.425838652249589,"TRIP11"
"STRN",0.407045590255231,"STRN"
"STRN3",0.447533677573009,"STRN3"
"SREK1",0.134764572399391,"SREK1"
"ATAD2",0.419424391341569,"ATAD2"
"KLC4",0.270104362841248,"KLC4"
"LRRN4",0.651480051480051,"LRRN4"
"CIP2A",0.254050202016258,"CIP2A"
"REXO4",0.285124303045975,"REXO4"
"ARHGEF40",0.293906007296897,"ARHGEF40"
"UACA",0.518521393314114,"UACA"
"UHRF2",0.369325239911989,"UHRF2"
"UHRF1",0.547317225062571,"UHRF1"
"TOR3A",0.279645438291657,"TOR3A"
"EXOC4",0.32615899756619,"EXOC4"
"USE1",0.191670511890898,"USE1"
"MCM3AP",-0.178719557708095,"MCM3AP"
"TXNDC5",0.729071627516853,"TXNDC5"
"PLCD1",0.645302445302445,"PLCD1"
"OLFML2A",0.523061497326203,"OLFML2A"
"PXMP2",0.142124232879826,"PXMP2"
"ATP13A1",0.296282351204446,"ATP13A1"
"UBE2S",0.413050766064847,"UBE2S"
"ATL3",0.758211119305312,"ATL3"
"POLR3C",0.0400752400752401,"POLR3C"
"ITPKB",0.451724137931034,"ITPKB"
"UBR4",0.324989817198226,"UBR4"
"ARPC5L",0.455414554657547,"ARPC5L"
"POLDIP2",0.216367396866483,"POLDIP2"
"EXOSC4",0.211803222913004,"EXOSC4"
"XPOT",0.250113701167222,"XPOT"
"XPNPEP1",0.576835453237972,"XPNPEP1"
"EIF2B3",0.440551502821459,"EIF2B3"
"VKORC1L1",0.338201636145614,"VKORC1L1"
"SMC5",0.150681532155619,"SMC5"
"DDI2",0.595914392746813,"DDI2"
"EIF2B1",0.368824305299111,"EIF2B1"
"ARHGAP29",0.30912796407161,"ARHGAP29"
"TYMP",0.644546617912429,"TYMP"
"PPIF",0.489192876758964,"PPIF"
"TRIM21",0.53789716556299,"TRIM21"
"MAP1S",0.433535879118387,"MAP1S"
"REEP6",0.656059427954529,"REEP6"
"MTA2",0.378989932111942,"MTA2"
"PRAF2",0.692128648097508,"PRAF2"
"PELO",0.272970280320391,"PELO"
"IKBKB",0.482762450164176,"IKBKB"
"REXO2",0.670867195241631,"REXO2"
"COPA",0.339092986187119,"COPA"
"CST3",0.494486726450043,"CST3"
"IMPACT",0.253777605579233,"IMPACT"
"PMEL",0.786834733893558,"PMEL"
"AP3D1",0.234942040450117,"AP3D1"
"TRIM71",0.713286713286713,"TRIM71"
"SRSF6",0.349546288039147,"SRSF6"
"SGTB",0.447481897443476,"SGTB"
"RNF138",0.410754521052529,"RNF138"
"IFIT1",0.298313409322584,"IFIT1"
"MAPK3",0.41515965790239,"MAPK3"
"HEATR1",0.185624695487005,"HEATR1"
